PNA;NAZWA PLACÓWKI;MIEJSCOWOŚĆ;ULICA;NR;GMINA;POWIAT;WOJEWÓDZTWO
05-409;FUP Otwock 1;Glinianka;Napoleońska;46;Wiązowna;otwocki;mazowieckie
05-410;FUP Otwock 1;Józefów;Generała Sikorskiego;23;Józefów;otwocki;mazowieckie
05-421;FUP Otwock 1;Józefów;Generała Sikorskiego;91;Józefów;otwocki;mazowieckie
05-480;FUP Otwock 1;Karczew;Kościelna;57;Karczew;otwocki;mazowieckie
05-340;FUP Otwock 1;Kołbiel;Tadeusza Kościuszki;2;Kołbiel;otwocki;mazowieckie
05-400;FUP Otwock 1;Otwock;Karczewska;47;Otwock;otwocki;mazowieckie
05-401;FUP Otwock 1;Otwock (Ługi);Lecha;1;Otwock;otwocki;mazowieckie
05-402;FUP Otwock 1;Otwock (Świder);Jasna;3;Otwock;otwocki;mazowieckie
08-444;FUP Otwock 1;Sobienie-Jeziory;Duży Rynek;36;Sobienie-Jeziory;otwocki;mazowieckie
05-462;FUP Otwock 1;Wiązowna;Lubelska;45;Wiązowna;otwocki;mazowieckie
62-009;AP Owińska;Owińska;Bydgoska;14;Czerwonak;poznański;wielkopolskie
46-040;UP Ozimek;Ozimek;Powstańców Śląskich;3;Ozimek;opolski;opolskie
46-053;FUP Ozimek;Chrząstowice;Dworcowa;38;Chrząstowice;opolski;opolskie
46-022;FUP Ozimek;Luboszyce;Opolska;18;Łubniany;opolski;opolskie
46-045;FUP Ozimek;Turawa;Opolska;17;Turawa;opolski;opolskie
46-048;FUP Ozimek;Zębowice;Izydora Murka;2;Zębowice;oleski;opolskie
95-037;AP Ozorków;Ozorków;Nowe Miasto;4;Ozorków;zgierski;łódzkie
95-034;AP Ozorków;Ozorków;Zachodnia;16;Ozorków;zgierski;łódzkie
95-035;UP Ozorków 1;Ozorków;kard. Stefana Wyszyńskiego;12;Ozorków;zgierski;łódzkie
95-036;FUP Ozorków 1;Ozorków;Konstytucji 3 Maja;19 A;Ozorków;zgierski;łódzkie
95-045;FUP Ozorków 1;Parzęczew;pl. Tadeusza Kościuszki;23;Parzęczew;zgierski;łódzkie
27-530;UP Ożarów k. Opatowa Kieleckiego;Ożarów;Stodolna;5F;Ożarów;opatowski;świętokrzyskie
27-515;FUP Ożarów k. Opatowa Kieleckiego;Tarłów;Rynek;2;Tarłów;opatowski;świętokrzyskie
27-532;FUP Ożarów k. Opatowa Kieleckiego;Wojciechowice;;36;Wojciechowice;opatowski;świętokrzyskie
05-850;UP Ożarów Mazowiecki;Ożarów Mazowiecki;Kolejowa;6;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
05-850;FUP Ożarów Mazowiecki;Ożarów Mazowiecki;Poznańska;129/133;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
05-860;FUP Ożarów Mazowiecki;Płochocin;Lipowa;1;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
95-207;AP Pabianice;Pabianice;Gabriela Narutowicza;4;Pabianice;pabianicki;łódzkie
95-200;UP Pabianice 1;Pabianice;gen. Kazimierza Pułaskiego;11A;Pabianice;pabianicki;łódzkie
95-081;FUP Pabianice 1;Dłutów;Pabianicka;6;Dłutów;pabianicki;łódzkie
95-082;FUP Pabianice 1;Dobroń;Sportowa;1;Dobroń;pabianicki;łódzkie
95-054;FUP Pabianice 1;Ksawerów;Pocztowa;1;Ksawerów;pabianicki;łódzkie
95-204;FUP Pabianice 1;Pabianice;Łaska;62/64;Pabianice;pabianicki;łódzkie
95-205;FUP Pabianice 1;Pabianice;Bolesława Nawrockiego;28;Pabianice;pabianicki;łódzkie
95-201;UP Pabianice 3;Pabianice;Zamkowa;42;Pabianice;pabianicki;łódzkie
62-025;AP Paczkowo;Paczkowo;Szkolna;2;Swarzędz;poznański;wielkopolskie
48-370;UP Paczków;Paczków;Pocztowa;10;Paczków;nyski;opolskie
48-371;AP Paczków;Paczków;rynek Rynek;27/28;Paczków;nyski;opolskie
44-120;AP Paczyna;Paczyna;Wiejska;61A;Toszek;gliwicki;śląskie
98-330;UP Pajęczno;Pajęczno;1 Maja;9;Pajęczno;pajęczański;łódzkie
98-336;FUP Pajęczno;Nowa Brzeźnica;1 Maja Pl.;9;Nowa Brzeźnica;pajęczański;łódzkie
38-507;AP Pakoszówka;Pakoszówka;;k.224;Sanok;sanocki;podkarpackie
88-170;UP Pakość;Pakość;Dworcowa;32;Pakość;inowrocławski;kujawsko-pomorskie
44-177;UP Paniówki;Paniówki;Powstańców Śląskich;1;Gierałtowice;gliwicki;śląskie
44-177;FUP Paniówki;Gierałtowice;Księdza Roboty;48;Gierałtowice;gliwicki;śląskie
44-177;FUP Paniówki;Przyszowice;Powstańców Śląskich;33;Gierałtowice;gliwicki;śląskie
77-128;AP Parchowo;Parchowo;Kartuska;55;Parchowo;bytowski;pomorskie
06-323;AP Parciaki;Parciaki;;99a;Jednorożec;przasnyski;mazowieckie
21-200;UP Parczew;Parczew;Kościelna;7;Parczew;parczewski;lubelskie
21-211;FUP Parczew;Dębowa Kłoda;;116 A/1;Dębowa Kłoda;parczewski;lubelskie
21-205;FUP Parczew;Jabłoń;Augusta Zamoyskiego;17;Jabłoń;parczewski;lubelskie
21-210;FUP Parczew;Milanów;Kościelna;11;Milanów;parczewski;lubelskie
21-222;FUP Parczew;Podedwórze;;44;Podedwórze;parczewski;lubelskie
21-221;FUP Parczew;Siemień;Stawowa;1 B;Siemień;parczewski;lubelskie
21-230;FUP Parczew;Sosnowica;Wojska Polskiego;108;Sosnowica;parczewski;lubelskie
21-200;AP Parczew;Parczew;Kolejowa;1;Parczew;parczewski;lubelskie
21-200;AP Parczew;Parczew;Kościelna;92;Parczew;parczewski;lubelskie
88-308;AP Parlin;Parlin;;34a;Dąbrowa;mogileński;kujawsko-pomorskie
88-307;AP Parlinek;Parlinek;;21a;Dąbrowa;mogileński;kujawsko-pomorskie
78-405;AP Parsęcko;Parsęcko;;39A;Szczecinek;szczecinecki;zachodniopomorskie
14-400;UP Pasłęk 1;Pasłęk;Władysława Jagiełły;13;Pasłęk;elbląski;warmińsko-mazurskie
14-407;FUP Pasłęk 1;Godkowo;;18;Godkowo;elbląski;warmińsko-mazurskie
14-400;FUP Pasłęk 1;Pasłęk;Ogrodowa;13 A;Pasłęk;elbląski;warmińsko-mazurskie
14-411;FUP Pasłęk 1;Rychliki;;38;Rychliki;elbląski;warmińsko-mazurskie
58-115;AP Pastuchów;Pastuchów;Wyzwolenia;9;Jaworzyna Śląska;świdnicki;dolnośląskie
17-121;AP Patoki;Patoki;;35;Brańsk;bielski;podlaskie
64-122;AP Pawłowice;Pawłowice;Mielżyńskich;58;Krzemieniewo;leszczyński;wielkopolskie
27-330;AP Pawłowice;Pawłowice;;78;Solec nad Wisłą;lipski;mazowieckie
22-170;AP Pawłów;Pawłów;Kościelna;7;Rejowiec Fabryczny;chełmski;lubelskie
62-053;AP Pecna;Pecna;Główna;25;Mosina;poznański;wielkopolskie
83-130;UP Pelplin;Pelplin;Mickiewicza;30;Pelplin;tczewski;pomorskie
83-132;FUP Pelplin;Morzeszczyn;Dworcowa;2;Morzeszczyn;tczewski;pomorskie
56-102;AP Pełczyn;Pełczyn;;8a;Wołów;wołowski;dolnośląskie
11-604;AP Perły;Perły;;16a;Węgorzewo;węgorzewski;warmińsko-mazurskie
26-307;AP Petrykozy;Petrykozy;;72;Białaczów;opoczyński;łódzkie
05-500;UP Piaseczno k. Warszawy 1;Piaseczno;Kościuszki;43;Piaseczno;piaseczyński;mazowieckie
05-503;FUP Piaseczno k. Warszawy 1;Głosków;Południowa;13;Piaseczno;piaseczyński;mazowieckie
05-552;FUP Piaseczno k. Warszawy 1;Jabłonowo;Aleja Krakowska;67C;Lesznowola;piaseczyński;mazowieckie
05-516;FUP Piaseczno k. Warszawy 1;Julianów;Julianowska;90F;Piaseczno;piaseczyński;mazowieckie
05-519;FUP Piaseczno k. Warszawy 1;Lesznowola;Gminna;60;Lesznowola;piaseczyński;mazowieckie
05-553;FUP Piaseczno k. Warszawy 1;Magdalenka;Leśna;42;Lesznowola;piaseczyński;mazowieckie
05-554;FUP Piaseczno k. Warszawy 1;Mroków;Rejonowa;44A;Lesznowola;piaseczyński;mazowieckie
05-515;FUP Piaseczno k. Warszawy 1;Mysiadło;Topolowa;2;Lesznowola;piaseczyński;mazowieckie
05-502;FUP Piaseczno k. Warszawy 1;Piaseczno;Główna;12;Piaseczno;piaseczyński;mazowieckie
05-512;FUP Piaseczno k. Warszawy 1;Piaseczno;Kazimierza Jarząbka;22;Piaseczno;piaseczyński;mazowieckie
05-511;FUP Piaseczno k. Warszawy 1;Piaseczno;Kościuszki;5;Piaseczno;piaseczyński;mazowieckie
05-509;FUP Piaseczno k. Warszawy 1;Piaseczno;Rubinowa;55 A;Piaseczno;piaseczyński;mazowieckie
05-508;FUP Piaseczno k. Warszawy 1;Piaseczno;Szkolna;16;Piaseczno;piaseczyński;mazowieckie
05-501;FUP Piaseczno k. Warszawy 1;Piaseczno (Zalesie Dolne);Orzechowa;16a;Piaseczno;piaseczyński;mazowieckie
05-540;FUP Piaseczno k. Warszawy 1;Zalesie Górne;Wiekowej Sosny;60;Piaseczno;piaseczyński;mazowieckie
05-504;FUP Piaseczno k. Warszawy 1;Złotokłos;Dworcowa;1;Piaseczno;piaseczyński;mazowieckie
21-050;UP Piaski;Piaski;Lubelska;80;Piaski;świdnicki;lubelskie
21-066;FUP Piaski;Rybczewice Drugie;;120;Rybczewice;świdnicki;lubelskie
21-044;FUP Piaski;Trawniki;;605;Trawniki;świdnicki;lubelskie
28-303;AP Piaski;Piaski;;83a;Jędrzejów;jędrzejowski;świętokrzyskie
05-820;UP Piastów 1;Piastów;11 Listopada;3;Piastów;pruszkowski;mazowieckie
05-816;FUP Piastów 1;Michałowice;Raszyńska;34;Michałowice;pruszkowski;mazowieckie
05-819;FUP Piastów 1;Piastów;Michała Kleofasa Ogińskiego;18;Piastów;pruszkowski;mazowieckie
05-817;FUP Piastów 1;Reguły;Aleja Powstańców Warszawy;1;Michałowice;pruszkowski;mazowieckie
77-207;AP Piaszczyna;Piaszczyna;;46;Miastko;bytowski;pomorskie
95-210;AP Piątkowisko;Piątkowisko;;108;Pabianice;pabianicki;łódzkie
18-425;AP Piątnica Włościańska;Piątnica Włościańska;;15f;Piątnica;łomżyński;podlaskie
83-261;AP Piece;Piece;6 Marca 1938 r.;35;Kaliska;starogardzki;pomorskie
58-574;AP Piechowice;Piechowice;Sudecka;10a;Piechowice;karkonoski;dolnośląskie
11-711;AP Piecki;Piecki;Zwycięstwa;28/2;Piecki;mrągowski;warmińsko-mazurskie
41-940;AP Piekary Śląskie;Piekary Śląskie;Jana Sobieskiego;26;Piekary Śląskie;Piekary Śląskie;śląskie
41-941;AP Piekary Śląskie;Piekary Śląskie;Prymasa Stefana Wyszyńskiego;37;Piekary Śląskie;Piekary Śląskie;śląskie
41-940;UP Piekary Śląskie 1;Piekary Śląskie;Bytomska;90;Piekary Śląskie;Piekary Śląskie;śląskie
41-940;FUP Piekary Śląskie 1;Piekary Śląskie;Biskupa Herberta Bednorza;32;Piekary Śląskie;Piekary Śląskie;śląskie
41-946;FUP Piekary Śląskie 1;skrytki/przegródki;;;Piekary Śląskie;Piekary Śląskie;śląskie
41-949;FUP Piekary Śląskie 1;Piekary Śląskie;Marii Curie-Skłodowskiej;79;Piekary Śląskie;Piekary Śląskie;śląskie
41-951;FUP Piekary Śląskie 1;Piekary Śląskie;ks. Jana Ficka;7;Piekary Śląskie;Piekary Śląskie;śląskie
41-943;FUP Piekary Śląskie 1;Piekary Śląskie;Papieża Jana Pawła II;65;Piekary Śląskie;Piekary Śląskie;śląskie
41-940;FUP Piekary Śląskie 1;Piekary Śląskie;os. Osiedle Andaluzja;9;Piekary Śląskie;Piekary Śląskie;śląskie
41-947;FUP Piekary Śląskie 1;skrytki/przegródki;;;Piekary Śląskie;Piekary Śląskie;śląskie
41-940;FUP Piekary Śląskie 1;Piekary Śląskie;Przyjaźni;67;Piekary Śląskie;Piekary Śląskie;śląskie
41-948;FUP Piekary Śląskie 1;skrytki/przegródki;;;Piekary Śląskie;Piekary Śląskie;śląskie
41-944;FUP Piekary Śląskie 1;Piekary Śląskie;Śląska;5;Piekary Śląskie;Piekary Śląskie;śląskie
41-940;FUP Piekary Śląskie 1;Piekary Śląskie;Tarnogórska;61;Piekary Śląskie;Piekary Śląskie;śląskie
41-945;FUP Piekary Śląskie 1;skrytki/przegródki;;;Piekary Śląskie;Piekary Śląskie;śląskie
41-922;FUP Piekary Śląskie 1;Radzionków;Unii Europejskiej;1;Radzionków;tarnogórski;śląskie
41-922;FUP Piekary Śląskie 1;Radzionków;św. Wojciecha;39;Radzionków;tarnogórski;śląskie
82-400;AP Piekło;Piekło;;21;Sztum;sztumski;pomorskie
26-065;UP Piekoszów;Piekoszów;Częstochowska;58;Piekoszów;kielecki;świętokrzyskie
26-070;FUP Piekoszów;Łopuszno;Natalii Żurowskiej-Machałowej;13;Łopuszno;kielecki;świętokrzyskie
26-067;FUP Piekoszów;Strawczyn;Żeromskiego;7a;Strawczyn;kielecki;świętokrzyskie
59-930;UP Pieńsk;Pieńsk;Hutnicza;14;Pieńsk;zgorzelecki;dolnośląskie
59-950;FUP Pieńsk;Ruszów;Plater;3;Węgliniec;zgorzelecki;dolnośląskie
59-940;FUP Pieńsk;Węgliniec;Kochanowskiego;4;Węgliniec;zgorzelecki;dolnośląskie
11-220;AP Pieszkowo;Pieszkowo;;27;Górowo Iławeckie;bartoszycki;warmińsko-mazurskie
63-040;AP Pięczkowo;Pięczkowo;Powstańców Wielkopolskich;45;Krzykosy;średzki;wielkopolskie
08-440;UP Pilawa;Pilawa;Aleja Wyzwolenia;81;Pilawa;garwoliński;mazowieckie
08-439;FUP Pilawa;Osieck;Rynek;6;Osieck;otwocki;mazowieckie
42-436;UP Pilica;Pilica;Żarnowiecka;46 B;Pilica;zawierciański;śląskie
48-130;AP Pilszcz;Pilszcz;Pszenna;6;Kietrz;głubczycki;opolskie
39-220;UP Pilzno;Pilzno;Legionów;13;Pilzno;dębicki;podkarpackie
64-934;AP Piła;Piła;Marii Konopnickiej;10A;Piła;pilski;wielkopolskie
64-920;UP Piła 1;Piła;aleja Wojska Polskiego;36;Piła;pilski;wielkopolskie
64-920;FUP Piła 1;Piła;aleja Powstańców Wielkopolskich;162;Piła;pilski;wielkopolskie
64-920;FUP Piła 1;Piła;aleja Poznańska;28;Piła;pilski;wielkopolskie
64-920;FUP Piła 1;Piła;Kazimierza Wielkiego;15 C;Piła;pilski;wielkopolskie
64-920;FUP Piła 1;Piła;1 Maja;5;Piła;pilski;wielkopolskie
64-920;FUP Piła 1;Piła;Medyczna;20;Piła;pilski;wielkopolskie
64-920;FUP Piła 1;Piła;Osiedlowa;29;Piła;pilski;wielkopolskie
64-970;FUP Piła 1;Piła;Roosevelta;53;Piła;pilski;wielkopolskie
64-920;FUP Piła 1;Piła;Wyspiańskiego;33-35;Piła;pilski;wielkopolskie
64-900;UP Piła 2;Piła;aleja Powstańców Wielkopolskich;176;Piła;pilski;wielkopolskie
64-810;FUP Piła 2;Kaczory;Pilska;1;Kaczory;pilski;wielkopolskie
64-850;FUP Piła 2;Ujście;Plac Wiosny Ludów;7;Ujście;pilski;wielkopolskie
64-900;PP Piła P703;Piła;aleja Powstańców Wielkopolskich;176;Piła;pilski;wielkopolskie
64-733;AP Piłka;Piłka;;45;Drawsko;czarnkowsko-trzcianecki;wielkopolskie
83-210;AP Pinczyn;Pinczyn;Rzemieślnicza;1;Zblewo;starogardzki;pomorskie
28-400;UP Pińczów;Pińczów;Batalionów Chłopskich;14;Pińczów;pińczowski;świętokrzyskie
28-440;FUP Pińczów;Działoszyce;Plac Partyzantów;13;Działoszyce;pińczowski;świętokrzyskie
28-404;FUP Pińczów;Kije;Szkolna;19;Kije;pińczowski;świętokrzyskie
28-411;FUP Pińczów;Michałów;;115;Michałów;pińczowski;świętokrzyskie
28-425;FUP Pińczów;Złota;Sienkiewicza;68;Złota;pińczowski;świętokrzyskie
28-400;AP Pińczów;Pińczów;Legionistów;8;Pińczów;pińczowski;świętokrzyskie
26-671;AP Pionki;Pionki;Kolejowa;45;Pionki;radomski;mazowieckie
26-670;AP Pionki;Pionki;Szpitalna;19;Pionki;radomski;mazowieckie
26-670;UP Pionki 1;Pionki;Plac Konstytucji 3 Maja;7;Pionki;radomski;mazowieckie
26-635;FUP Pionki 1;Gózd;Radomska;7;Gózd;radomski;mazowieckie
26-631;FUP Pionki 1;Jastrzębia;;110;Jastrzębia;radomski;mazowieckie
26-630;FUP Pionki 1;Jedlnia-Letnisko;Radomska;43;Jedlnia-Letnisko;radomski;mazowieckie
26-675;FUP Pionki 1;Pionki;Aleje Lipowe;14;Pionki;radomski;mazowieckie
26-720;FUP Pionki 1;Policzna;Bolesława Prusa;11;Policzna;zwoleński;mazowieckie
26-020;AP Piotrkowice k. Buska-Zdroju;Piotrkowice;Kielecka;3;Chmielnik;kielecki;świętokrzyskie
88-230;UP Piotrków Kujawski;Piotrków Kujawski;Włocławska;46;Piotrków Kujawski;radziejowski;kujawsko-pomorskie
88-235;FUP Piotrków Kujawski;Nowa Wieś;;28a;Piotrków Kujawski;radziejowski;kujawsko-pomorskie
97-305;AP Piotrków Trybunalski;Piotrków Trybunalski;Gabriela Narutowicza;104/2;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-300;UP Piotrków Trybunalski 1;Piotrków Trybunalski;Juliusza Słowackiego;17;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-306;FUP Piotrków Trybunalski 1;Grabica;;59;Grabica;piotrkowski;łódzkie
97-310;FUP Piotrków Trybunalski 1;Moszczenica;Wolborska;2;Moszczenica;piotrkowski;łódzkie
97-302;FUP Piotrków Trybunalski 1;Piotrków Trybunalski;Bugajska;13;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-312;FUP Piotrków Trybunalski 1;Piotrków Trybunalski;Marii Konopnickiej;4;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-307;FUP Piotrków Trybunalski 1;Piotrków Trybunalski;Łódzka;66;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-301;FUP Piotrków Trybunalski 1;Piotrków Trybunalski;Łódzka;50/52B;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-308;FUP Piotrków Trybunalski 1;Piotrków Trybunalski;Szklarska;7/9;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-304;FUP Piotrków Trybunalski 1;Piotrków Trybunalski;Szkolna;28;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
97-309;FUP Piotrków Trybunalski 1;Piotrków Trybunalski;Wronia;65;Piotrków Trybunalski;Piotrków Trybunalski;łódzkie
19-314;AP Pisanica;Pisanica;;89;Kalinowo;ełcki;warmińsko-mazurskie
34-654;AP Pisarzowa;Pisarzowa;;528;Limanowa;limanowski;małopolskie
49-316;AP Pisarzowice;Pisarzowice;Brzeska;3;Lubsza;brzeski;opolskie
12-200;AP Pisz;Pisz;Warszawska;28;Pisz;piski;warmińsko-mazurskie
12-200;UP Pisz 1;Pisz;Gustawa Gizewiusza;6;Pisz;piski;warmińsko-mazurskie
12-230;FUP Pisz 1;Biała Piska;Moniuszki;1;Biała Piska;piski;warmińsko-mazurskie
12-250;FUP Pisz 1;Orzysz;Wojska Polskiego;22;Orzysz;piski;warmińsko-mazurskie
12-201;FUP Pisz 1;Pisz;Wojska Polskiego;84;Pisz;piski;warmińsko-mazurskie
12-221;FUP Pisz 1;Ruciane-Nida;Kolejowa;2;Ruciane-Nida;piski;warmińsko-mazurskie
12-220;FUP Pisz 1;Ruciane-Nida;al. Wczasów;4 B;Ruciane-Nida;piski;warmińsko-mazurskie
33-350;UP Piwniczna-Zdrój;Piwniczna-Zdrój;Rynek;12;Piwniczna-Zdrój;nowosądecki;małopolskie
33-343;FUP Piwniczna-Zdrój;Rytro;;109;Rytro;nowosądecki;małopolskie
99-311;AP Plecka Dąbrowa;Plecka Dąbrowa;;110;Bedlno;kutnowski;łódzkie
63-301;AP Pleszew;Pleszew;Gałczyńskiego;2;Pleszew;pleszewski;wielkopolskie
63-300;AP Pleszew;Pleszew;Mieszka I;2 D;Pleszew;pleszewski;wielkopolskie
63-300;UP Pleszew 1;Pleszew;Aleje Wojska Polskiego;35 C;Pleszew;pleszewski;wielkopolskie
63-313;FUP Pleszew 1;Chocz;Rynek;27;Chocz;pleszewski;wielkopolskie
63-304;FUP Pleszew 1;Czermin;;13;Czermin;pleszewski;wielkopolskie
63-330;FUP Pleszew 1;Dobrzyca;Koźmińska;17;Dobrzyca;pleszewski;wielkopolskie
63-308;FUP Pleszew 1;Gizałki;Kaliska;23a;Gizałki;pleszewski;wielkopolskie
63-322;FUP Pleszew 1;Gołuchów;Jana i Izabeli Działyńskich;1;Gołuchów;pleszewski;wielkopolskie
63-300;FUP Pleszew 1;Pleszew;Kubackiego;7;Pleszew;pleszewski;wielkopolskie
63-305;FUP Pleszew 1;Pleszew;Sienkiewicza;8;Pleszew;pleszewski;wielkopolskie
62-064;AP Plewiska;Plewiska;Grunwaldzka;515 D;Komorniki;poznański;wielkopolskie
46-375;AP Pludry;Pludry;Leśna;8c;Dobrodzień;oleski;opolskie
97-540;AP Pławno;Pławno;Wolności;17 A;Gidle;radomszczański;łódzkie
86-100;AP Płochocin;Płochocin;;9a;Warlubie;świecki;kujawsko-pomorskie
05-861;AP Płochocin;Płochocin (Płochocin-Osiedle);Łąkowa;7;Ożarów Mazowiecki;warszawski zachodni;mazowieckie
09-408;AP Płock;Płock;Borowicka;1B;Płock;Płock;mazowieckie
09-415;AP Płock;Płock;al. Jana Pawła II;94/15;Płock;Płock;mazowieckie
09-407;AP Płock;Płock;Braci Jeziorowskich;6a;Płock;Płock;mazowieckie
09-403;AP Płock;Płock;Kolegialna;30i;Płock;Płock;mazowieckie
09-402;AP Płock;Płock;Lotników;16;Płock;Płock;mazowieckie
09-403;AP Płock;Płock;Ignacego Łukasiewicza;24;Płock;Płock;mazowieckie
09-400;AP Płock;Płock;Miodowa;8;Płock;Płock;mazowieckie
09-415;AP Płock;Płock;Zygmunta Padlewskiego;5;Płock;Płock;mazowieckie
09-420;AP Płock;Płock;Żyzna;2A;Płock;Płock;mazowieckie
09-400;UP Płock 1;Płock;Bielska;14 B;Płock;Płock;mazowieckie
09-400;FUP Płock 1;Maszewo Duże;Lipnowska;79;Stara Biała;płocki;mazowieckie
09-421;FUP Płock 1;Płock;Bartnicza;3a;Płock;Płock;mazowieckie
09-404;FUP Płock 1;Płock;Grodzka;10;Płock;Płock;mazowieckie
09-400;FUP Płock 1;Płock;Medyczna;19;Płock;Płock;mazowieckie
09-405;FUP Płock 1;Płock;Marii Skłodowskiej-Curie;1;Płock;Płock;mazowieckie
09-406;FUP Płock 1;Płock;Tysiąclecia;10;Płock;Płock;mazowieckie
09-402;UP Płock 4;Płock;al. Al. Stanisława Jachowicza;21;Płock;Płock;mazowieckie
09-411;FUP Płock 4;Biała;Jana Kazimierza;8;Stara Biała;płocki;mazowieckie
09-414;FUP Płock 4;Brudzeń Duży;Toruńska;4;Brudzeń Duży;płocki;mazowieckie
09-419;FUP Płock 4;Płock;Dworcowa;12 B;Płock;Płock;mazowieckie
09-402;FUP Płock 4;Płock;Kolegialna;26c;Płock;Płock;mazowieckie
09-401;FUP Płock 4;Płock;Kolejowa;41;Płock;Płock;mazowieckie
09-418;FUP Płock 4;Płock;Wyszogrodzka;9;Płock;Płock;mazowieckie
09-410;UP Płock 12;Płock;Wyszogrodzka;161;Płock;Płock;mazowieckie
09-231;FUP Płock 12;Bielsk;Sierpecka;4;Bielsk;płocki;mazowieckie
09-403;FUP Płock 12;Płock;Czwartaków;16;Płock;Płock;mazowieckie
09-407;FUP Płock 12;Płock;Tadeusza Gierzyńskiego;17;Płock;Płock;mazowieckie
09-409;FUP Płock 12;Płock;Walecznych;9;Płock;Płock;mazowieckie
09-408;FUP Płock 12;Płock;Żelazna;1;Płock;Płock;mazowieckie
09-451;FUP Płock 12;Radzanowo;Płocka;32;Radzanowo;płocki;mazowieckie
09-442;FUP Płock 12;Rogozino;Mazowiecka;57;Radzanowo;płocki;mazowieckie
